label,feature,importance
NR-AhR,GATS1c,42
NR-AhR,MATS2i,42
NR-AhR,GATS7v,42
NR-AhR,GATS6se,42
NR-AhR,AATSC7i,41
NR-AhR,AATSC1i,41
NR-AhR,C2SP2,41
NR-AhR,AATSC5pe,40
NR-AhR,AATSC4c,40
NR-AhR,MATS3s,40
NR-AhR,ETA_eta_B,40
NR-AhR,MATS1c,40
NR-AhR,AATSC5i,40
NR-AhR,AATSC3dv,40
NR-AhR,GATS3i,40
NR-AhR,HybRatio,40
NR-AhR,GATS3v,39
NR-AhR,MINssNH,39
NR-AhR,MATS8dv,39
NR-AhR,AATSC7d,39
NR-AhR,MINssO,39
NR-AhR,ATSC3v,39
NR-AhR,AATSC2c,39
NR-AhR,AETA_beta_ns_d,39
NR-AhR,ATSC1s,39
NR-AhR,AXp-1d,39
NR-AhR,GATS7d,39
NR-AhR,ATSC6s,38
NR-AhR,AATSC0se,38
NR-AhR,GATS4dv,38
NR-AhR,AATSC4se,38
NR-AhR,ATSC2s,38
NR-AhR,VSA_EState5,38
NR-AhR,GATS8v,37
NR-AhR,fMF,37
NR-AhR,MATS2s,37
NR-AhR,MATS4c,37
NR-AhR,MINsCH3,37
NR-AhR,AATSC3s,37
NR-AhR,MAXsCH3,37
NR-AhR,AATSC7v,37
NR-AhR,AXp-0dv,37
NR-AhR,ATSC3i,37
NR-AhR,ATSC3s,37
NR-AhR,SIC3,37
NR-AhR,GATS8p,36
NR-AhR,MAXaaNH,36
NR-AhR,ATSC4i,36
NR-AhR,GATS8pe,36
NR-AhR,MDEO-11,36
NR-AhR,AATSC5c,36
NR-AhR,ATSC4p,36
NR-AhR,BCUTp-1l,36
NR-AhR,BCUTp-1h,36
NR-AhR,SIC1,35
NR-AhR,AATSC2d,35
NR-AhR,MATS8c,35
NR-AhR,GATS4se,35
NR-AhR,GATS3pe,35
NR-AhR,MATS3m,35
NR-AhR,ATSC3se,35
NR-AhR,AATSC0c,34
NR-AhR,ATSC8c,34
NR-AhR,RotRatio,34
NR-AhR,SpMAD_A,34
NR-AhR,ATSC7s,34
NR-AhR,MATS8i,34
NR-AhR,SlogP_VSA8,34
NR-AhR,GATS5dv,34
NR-AhR,AATS6p,34
NR-AhR,AATSC5v,34
NR-AhR,MINdO,34
NR-AhR,MATS8d,34
NR-AhR,nBase,34
NR-AhR,ATSC1p,33
NR-AhR,ATSC5i,33
NR-AhR,ATSC3pe,33
NR-AhR,ATSC7Z,33
NR-AhR,AATS5v,33
NR-AhR,MATS6Z,33
NR-AhR,AETA_eta,33
NR-AhR,MATS1i,33
NR-AhR,SM1_Dzp,33
NR-AhR,MAXssNH,33
NR-AhR,GATS1are,33
NR-AhR,EState_VSA7,32
NR-AhR,MATS4v,32
NR-AhR,ATSC5d,32
NR-AhR,MDEC-12,32
NR-AhR,RNCG,32
NR-AhR,AETA_beta,32
NR-AhR,AATS5dv,32
NR-AhR,GATS7m,32
NR-AhR,JGI7,32
NR-AhR,MAXsOH,32
NR-AhR,ATSC2i,31
NR-AhR,BCUTdv-1l,31
NR-AhR,MATS3Z,31
NR-AhR,BIC4,31
NR-AhR,MATS5v,31
NR-AhR,AATSC6c,31
NR-AhR,AXp-2d,31
NR-AhR,AATSC3d,31
NR-AhR,MATS2dv,31
NR-AhR,GATS8se,31
NR-AhR,MDEN-23,31
NR-AhR,MATS1s,31
NR-AhR,GATS1se,31
NR-AhR,GATS2se,31
NR-AhR,MATS2pe,31
NR-AhR,BCUTm-1l,30
NR-AhR,MDEO-12,30
NR-AhR,GATS8s,30
NR-AhR,GATS5i,30
NR-AhR,MAXssO,30
NR-AhR,GATS7i,30
NR-AhR,MAXdO,30
NR-AhR,AATSC5s,30
NR-AhR,MDEC-33,30
NR-AhR,MATS7c,30
NR-AhR,GATS2s,30
NR-AhR,AATSC3m,30
NR-AhR,MATS5dv,30
NR-AhR,GATS1m,30
NR-AhR,ATSC6c,30
NR-AhR,BCUTZ-1l,30
NR-AhR,MATS2v,30
NR-AhR,GATS5se,30
NR-AhR,MATS3dv,29
NR-AhR,GATS7Z,29
NR-AhR,GATS8are,29
NR-AhR,AATSC6p,29
NR-AhR,JGI3,29
NR-AhR,BCUTare-1l,29
NR-AhR,MAXaaCH,29
NR-AhR,MATS6dv,29
NR-AhR,ATSC2c,29
NR-AhR,ATSC8Z,29
NR-AhR,AATS7p,29
NR-AhR,AATSC4are,29
NR-AhR,AATSC5p,29
NR-AhR,MATS6se,28
NR-AhR,MAXaasC,28
NR-AhR,ATSC7d,28
NR-AhR,GATS2are,28
NR-AhR,AATS8Z,28
NR-AhR,SdO,28
NR-AhR,ATSC5s,28
NR-AhR,AXp-7dv,28
NR-AhR,GATS4Z,28
NR-AhR,VSA_EState8,28
NR-Aromatase,SLogP,39
NR-Aromatase,SlogP_VSA2,37
NR-Aromatase,AETA_beta_s,36
NR-Aromatase,GATS6c,35
NR-Aromatase,GATS8i,34
NR-Aromatase,VSA_EState7,33
NR-Aromatase,MDEC-22,32
NR-Aromatase,GATS3c,31
NR-Aromatase,EState_VSA2,30
NR-Aromatase,EState_VSA5,29
NR-Aromatase,GATS3dv,29
NR-Aromatase,EState_VSA4,29
NR-Aromatase,PEOE_VSA10,29
NR-Aromatase,BCUTd-1h,29
NR-Aromatase,MATS4c,28
NR-Aromatase,AATSC1m,28
NR-Aromatase,MDEC-12,27
NR-Aromatase,MATS4se,27
NR-Aromatase,ETA_shape_p,27
NR-Aromatase,AATS1i,26
NR-Aromatase,MINdssC,26
NR-Aromatase,MAXssO,25
NR-Aromatase,MATS6v,25
NR-Aromatase,GATS6s,25
NR-Aromatase,GATS3d,25
NR-Aromatase,GATS7d,24
NR-Aromatase,ATSC4d,23
NR-Aromatase,MINssCH2,23
NR-Aromatase,ETA_shape_y,23
NR-Aromatase,MAXdssC,23
NR-Aromatase,ATSC1are,23
NR-Aromatase,GATS7c,23
NR-Aromatase,MATS8c,22
NR-Aromatase,AATSC8c,22
NR-Aromatase,BCUTc-1h,22
NR-Aromatase,ATSC2d,22
NR-Aromatase,AATSC4dv,22
NR-Aromatase,AATS7p,22
NR-Aromatase,MDEC-33,22
NR-Aromatase,GATS5Z,22
NR-Aromatase,GATS4p,21
NR-Aromatase,JGI3,21
NR-Aromatase,MATS3s,20
NR-Aromatase,GATS5i,20
NR-Aromatase,MATS3dv,20
NR-Aromatase,ATSC8v,20
NR-Aromatase,SlogP_VSA5,19
NR-Aromatase,MDEC-23,19
NR-Aromatase,ATS0s,19
NR-Aromatase,ZMIC1,18
NR-Aromatase,ATSC2i,18
NR-Aromatase,AATSC3c,18
NR-Aromatase,AATS2d,18
NR-Aromatase,AATSC8pe,18
NR-Aromatase,AATSC0c,18
NR-Aromatase,GATS6d,17
NR-Aromatase,AATS4p,17
NR-Aromatase,AATS8p,17
NR-Aromatase,MATS7i,17
NR-Aromatase,MIC5,17
NR-Aromatase,ATSC3se,17
NR-Aromatase,AATS1are,17
NR-Aromatase,GATS4c,17
NR-Aromatase,VR2_A,17
NR-Aromatase,VSA_EState2,17
NR-Aromatase,PEOE_VSA6,17
NR-Aromatase,PEOE_VSA8,17
NR-Aromatase,CIC3,17
NR-Aromatase,AATSC7d,16
NR-Aromatase,ATSC5p,16
NR-Aromatase,AXp-5dv,16
NR-Aromatase,ATSC1s,16
NR-Aromatase,ATSC4p,16
NR-Aromatase,ATSC8p,15
NR-Aromatase,ATSC5c,15
NR-Aromatase,AATS5are,15
NR-Aromatase,CIC1,15
NR-Aromatase,ETA_epsilon_5,15
NR-Aromatase,GATS2se,15
NR-Aromatase,AATSC6v,15
NR-Aromatase,MATS8d,15
NR-Aromatase,ZMIC5,15
NR-Aromatase,AXp-1d,15
NR-Aromatase,BIC1,15
NR-Aromatase,AATSC5i,15
NR-Aromatase,MATS1m,15
NR-Aromatase,MDEC-24,14
NR-Aromatase,MATS7c,14
NR-Aromatase,BCUTm-1l,14
NR-Aromatase,AATSC3dv,14
NR-Aromatase,RNCG,14
NR-Aromatase,GATS6i,14
NR-Aromatase,AATSC2s,14
NR-Aromatase,MATS7p,14
NR-Aromatase,SaasC,14
NR-Aromatase,AATS8i,14
NR-Aromatase,ATSC5d,14
NR-Aromatase,GATS8c,14
NR-Aromatase,ATSC4i,13
NR-Aromatase,MATS8s,13
NR-Aromatase,BCUTd-1l,13
NR-Aromatase,ATSC2c,13
NR-Aromatase,AATSC8dv,13
NR-Aromatase,MATS5d,13
NR-Aromatase,AATS2se,13
NR-Aromatase,ZMIC3,13
NR-Aromatase,GATS6p,13
NR-Aromatase,GATS4s,13
NR-Aromatase,GATS5p,13
NR-Aromatase,ATSC4pe,13
NR-Aromatase,ATSC4c,13
NR-Aromatase,MAXdO,13
NR-Aromatase,AATS1v,13
NR-Aromatase,ATSC6p,13
NR-Aromatase,GATS5m,13
NR-Aromatase,MATS3se,13
NR-Aromatase,AXp-7dv,13
NR-Aromatase,MIC4,12
NR-Aromatase,ATSC7se,12
NR-Aromatase,AATS3p,12
NR-Aromatase,AATS1p,12
NR-Aromatase,ATSC8s,12
NR-Aromatase,ATSC3c,12
NR-Aromatase,SpMAD_Dzse,12
NR-Aromatase,GATS4d,12
NR-Aromatase,GATS3se,12
NR-Aromatase,MATS3c,12
NR-Aromatase,AATSC7c,12
NR-Aromatase,MATS7pe,12
NR-Aromatase,MINsNH2,12
NR-Aromatase,MATS8are,12
NR-Aromatase,MATS3p,12
NR-Aromatase,GATS5c,12
NR-Aromatase,GATS6dv,12
NR-Aromatase,MATS7d,12
NR-Aromatase,MATS1s,12
NR-Aromatase,AATSC2d,12
NR-Aromatase,GATS6se,12
NR-Aromatase,AATSC1s,12
NR-Aromatase,BCUTZ-1l,12
NR-Aromatase,AATSC7dv,12
NR-Aromatase,SpMAD_A,11
NR-Aromatase,ATSC5v,11
NR-Aromatase,ATSC3dv,11
NR-Aromatase,ATSC4dv,11
NR-Aromatase,ATSC7dv,11
NR-Aromatase,GATS5s,11
NR-Aromatase,VSA_EState4,11
NR-Aromatase,BCUTdv-1l,11
NR-Aromatase,ATSC1p,11
NR-Aromatase,ATSC2are,11
NR-Aromatase,ATSC0s,11
NR-Aromatase,AATSC5c,11
NR-Aromatase,MATS4s,11
NR-Aromatase,AATSC5p,11
NR-Aromatase,AATS7i,11
NR-Aromatase,ATSC1v,11
NR-Aromatase,AATSC5are,11
NR-Aromatase,ATSC1i,11
NR-Aromatase,MINdO,11
NR-Aromatase,AATS3i,11
NR-Aromatase,AATS4i,11
NR-Aromatase,AATSC0p,11
NR-Aromatase,AETA_eta_R,11
NR-Aromatase,AATSC4v,11
NR-Aromatase,MINssNH,11
NR-Aromatase,MATS1dv,11
NR-Aromatase,AATSC2i,11
NR-Aromatase,AATSC4i,11
NR-Aromatase,BIC3,11
NR-Aromatase,FilterItLogS,11
NR-Aromatase,MINdsCH,11
NR-Aromatase,AATSC3s,10
NR-Aromatase,AATSC5s,10
NR-Aromatase,GATS7pe,10
NR-Aromatase,BIC2,10
NR-Aromatase,GATS8pe,10
NR-Aromatase,MID_N,10
NR-Aromatase,AATSC5dv,10
NR-Aromatase,GATS1se,10
NR-Aromatase,GATS4are,10
NR-Aromatase,MATS6d,10
NR-Aromatase,GATS8d,10
NR-Aromatase,GATS6m,10
NR-Aromatase,SsCH3,10
NR-Aromatase,VSA_EState5,10
NR-Aromatase,GATS1s,10
NR-Aromatase,EState_VSA9,10
NR-Aromatase,GATS8dv,10
NR-Aromatase,MATS8i,10
NR-Aromatase,MATS5i,10
NR-Aromatase,MAXsNH2,10
NR-Aromatase,MAXaaN,10
NR-Aromatase,MINaaCH,10
NR-Aromatase,ATSC4v,10
NR-Aromatase,BCUTse-1l,10
NR-Aromatase,ATSC4s,10
NR-Aromatase,JGI5,10
NR-Aromatase,AATS7d,10
NR-Aromatase,ATSC8Z,10
NR-Aromatase,ATSC2dv,10
NR-Aromatase,ATSC6c,10
NR-Aromatase,ATS3p,10
NR-Aromatase,JGI7,9
NR-Aromatase,ATSC7m,9
NR-Aromatase,JGI2,9
NR-Aromatase,AATS2s,9
NR-Aromatase,VSA_EState6,9
NR-Aromatase,GATS3s,9
NR-Aromatase,MATS5s,9
NR-Aromatase,MINssO,9
NR-Aromatase,GGI4,9
NR-Aromatase,AATSC6p,9
NR-Aromatase,GATS8s,9
NR-Aromatase,AATSC7p,9
NR-Aromatase,AATSC1i,9
NR-Aromatase,MINsCH3,9
NR-Aromatase,MATS1p,9
NR-Aromatase,GATS4Z,9
NR-Aromatase,MATS1c,9
NR-Aromatase,MATS8se,9
NR-Aromatase,MAXsCH3,9
NR-Aromatase,MAXsssCH,9
NR-Aromatase,ATSC8c,9
NR-Aromatase,PEOE_VSA3,9
NR-Aromatase,MAXsssN,9
NR-Aromatase,MATS4dv,9
NR-Aromatase,ATSC7i,9
NR-Aromatase,MATS8Z,9
NR-Aromatase,AATS2i,9
NR-Aromatase,MIC1,9
NR-Aromatase,AATSC1are,9
NR-Aromatase,ATSC0dv,9
NR-Aromatase,AATSC4se,9
NR-Aromatase,AATSC3se,9
NR-Aromatase,GATS7v,9
NR-Aromatase,AATSC5se,9
NR-Aromatase,GATS1p,9
NR-Aromatase,AATS5v,9
NR-Aromatase,BCUTv-1l,9
NR-Aromatase,GATS8Z,9
NR-Aromatase,AATS8Z,9
NR-Aromatase,AATSC8d,9
NR-Aromatase,ATSC2v,9
NR-Aromatase,GATS4i,9
NR-Aromatase,AATS8dv,8
NR-Aromatase,BCUTpe-1l,8
NR-Aromatase,AATSC8i,8
NR-Aromatase,IC1,8
NR-Aromatase,MATS5pe,8
NR-Aromatase,MATS2c,8
NR-Aromatase,ATSC0i,8
NR-Aromatase,ATS0dv,8
NR-Aromatase,AATSC1dv,8
NR-Aromatase,SlogP_VSA6,8
NR-Aromatase,MATS2dv,8
NR-Aromatase,SlogP_VSA1,8
NR-Aromatase,TopoPSA,8
NR-Aromatase,AATSC8s,8
NR-Aromatase,GATS2i,8
NR-Aromatase,ZMIC2,8
NR-Aromatase,MATS1Z,8
NR-Aromatase,AATS8are,8
NR-Aromatase,AATSC2c,8
NR-Aromatase,BIC5,8
NR-Aromatase,AATS7dv,8
NR-Aromatase,ZMIC0,8
NR-Aromatase,ZMIC4,8
NR-Aromatase,GATS7i,8
NR-Aromatase,ATSC6i,8
NR-Aromatase,MATS5dv,8
NR-Aromatase,TpiPC10,8
NR-Aromatase,VE1_A,8
NR-Aromatase,ATSC3i,8
NR-Aromatase,PEOE_VSA1,8
NR-Aromatase,MATS8pe,8
NR-Aromatase,ATS6s,8
NR-Aromatase,JGI8,8
NR-Aromatase,GATS8m,8
NR-Aromatase,AETA_eta_L,8
NR-Aromatase,JGI4,8
NR-Aromatase,MINaasN,8
NR-Aromatase,GATS1c,8
NR-Aromatase,ETA_epsilon_2,8
NR-Aromatase,AATSC4d,8
NR-Aromatase,AATS7v,8
NR-Aromatase,GATS5se,8
NR-Aromatase,SsssN,8
NR-Aromatase,AATS6Z,8
NR-Aromatase,MATS4i,8
NR-Aromatase,JGI9,8
NR-Aromatase,MATS2i,8
NR-Aromatase,GATS5d,8
NR-Aromatase,EState_VSA8,8
NR-Aromatase,MATS8p,8
NR-Aromatase,GATS7se,8
NR-Aromatase,GATS4pe,8
NR-Aromatase,AATS7s,8
NR-Aromatase,EState_VSA3,8
NR-Aromatase,GATS2s,8
NR-ER,RPCG,18
NR-ER,BIC2,18
NR-ER,MDEO-11,18
NR-ER,MATS3d,17
NR-ER,GATS3pe,16
NR-ER,GATS4s,16
NR-ER,ZMIC1,15
NR-ER,AATSC5d,15
NR-ER,ATSC6c,15
NR-ER,GATS6i,15
NR-ER,GATS2c,15
NR-ER,JGI1,15
NR-ER,AATSC4i,14
NR-ER,MATS3c,13
NR-ER,MATS6c,13
NR-ER,GATS5v,13
NR-ER,VSA_EState8,13
NR-ER,MAXaasC,13
NR-ER,GATS8c,13
NR-ER,MATS8d,13
NR-ER,MATS6i,13
NR-ER,ATSC4p,13
NR-ER,GATS1are,12
NR-ER,MATS1s,12
NR-ER,GATS4d,12
NR-ER,ATSC7v,12
NR-ER,GATS7s,12
NR-ER,GATS6d,12
NR-ER,SLogP,12
NR-ER,AATSC3d,12
NR-ER,BCUTd-1l,12
NR-ER,AATS8i,12
NR-ER,GATS8i,12
NR-ER,GATS5c,11
NR-ER,GATS2se,11
NR-ER,MATS4dv,11
NR-ER,MATS5c,11
NR-ER,ATSC5m,11
NR-ER,SIC0,11
NR-ER,ATSC5c,11
NR-ER,MAXaaCH,11
NR-ER,PEOE_VSA9,11
NR-ER,PEOE_VSA7,11
NR-ER,GATS2dv,11
NR-ER,AATS7p,11
NR-ER,GATS2Z,10
NR-ER,MATS5d,10
NR-ER,ATSC6are,10
NR-ER,GATS8m,10
NR-ER,GATS6Z,10
NR-ER,GATS7c,10
NR-ER,AATS8d,10
NR-ER,MAXsCH3,10
NR-ER,SIC2,10
NR-ER,RNCG,10
NR-ER,AATSC5c,10
NR-ER,MDEC-22,10
NR-ER,BCUTm-1l,10
NR-ER,GATS5pe,10
NR-ER,GATS1p,10
NR-ER,ATSC3dv,10
NR-ER,AATSC8i,9
NR-ER,MATS6v,9
NR-ER,GATS2d,9
NR-ER,ATSC7c,9
NR-ER,JGI9,9
NR-ER,MINsssCH,9
NR-ER,VSA_EState7,9
NR-ER,GATS4c,9
NR-ER,BCUTc-1h,9
NR-ER,GATS1c,9
NR-ER,AATSC0i,9
NR-ER,AATS6i,9
NR-ER,BIC5,9
NR-ER,CIC2,9
NR-ER,AATSC2c,9
NR-ER,AATSC4c,9
NR-ER,GATS3p,9
NR-ER,ATSC2c,9
NR-ER,MATS3se,9
NR-ER,GATS8p,9
NR-ER,GATS4i,9
NR-ER,EState_VSA4,9
NR-ER,AXp-3dv,9
NR-ER,JGI4,9
NR-ER,EState_VSA8,9
NR-ER,AATS4d,9
NR-ER,GATS5se,9
NR-ER,GATS3se,9
NR-ER,GATS2s,9
NR-ER,MINdO,9
NR-ER,ATSC8v,9
NR-ER,MAXssNH,9
NR-ER,MINsCH3,8
NR-ER,MATS2d,8
NR-ER,AATSC6c,8
NR-ER,GATS2p,8
NR-ER,FilterItLogS,8
NR-ER,GATS1s,8
NR-ER,GATS4m,8
NR-ER,GATS6m,8
NR-ER,AATSC1Z,8
NR-ER,GATS7m,8
NR-ER,MDEC-33,8
NR-ER,MATS4s,8
NR-ER,EState_VSA5,8
NR-ER,AATSC0v,8
NR-ER,MATS4se,8
NR-ER,MAXsOH,8
NR-ER,MATS8s,8
NR-ER,ATSC5v,8
NR-ER,ATSC4s,8
NR-ER,JGI6,8
NR-ER,MATS3dv,8
NR-ER,GATS4dv,8
NR-ER,GATS3dv,8
NR-ER,ATSC2i,8
NR-ER,MATS4m,8
NR-ER,GATS3v,8
NR-ER,GATS8s,8
NR-ER,MATS1Z,8
NR-ER,AATSC3are,7
NR-ER,GATS2i,7
NR-ER,MATS8dv,7
NR-ER,AATSC1i,7
NR-ER,GATS3i,7
NR-ER,MATS4c,7
NR-ER,piPC10,7
NR-ER,SaaCH,7
NR-ER,ATSC5dv,7
NR-ER,AATSC8se,7
NR-ER,AATSC3pe,7
NR-ER,AATS6v,7
NR-ER,MATS2v,7
NR-ER,AATS1dv,7
NR-ER,AMID_C,7
NR-ER,ATSC7dv,7
NR-ER,MATS4d,7
NR-ER,AATSC8pe,7
NR-ER,GATS5dv,7
NR-ER,GATS4Z,7
NR-ER,GATS7are,7
NR-ER,ATSC7i,7
NR-ER,MINssCH2,7
NR-ER,JGI8,7
NR-ER,ETA_shape_y,7
NR-ER,TopoShapeIndex,7
NR-ER,AATSC2v,7
NR-ER,AETA_beta_ns_d,7
NR-ER,GATS4are,7
NR-ER,GATS6s,7
NR-ER,AATS5i,7
NR-ER,MATS8i,7
NR-ER,ATSC3i,7
NR-ER,JGI3,7
NR-ER,MATS6p,7
NR-ER,ATSC3c,7
NR-ER,ATSC4se,7
NR-ER,GATS1se,7
NR-ER,GATS5m,7
NR-ER,GATS7v,7
NR-ER,MATS2p,7
NR-ER,MATS1p,7
NR-ER,ATSC4pe,7
NR-ER,MATS8c,6
NR-ER,ATSC1i,6
NR-ER,MATS6dv,6
NR-ER,MAXsssN,6
NR-ER,ATSC8dv,6
NR-ER,EState_VSA9,6
NR-ER,AATS2i,6
NR-ER,MAXdssC,6
NR-ER,AATSC6i,6
NR-ER,BIC4,6
NR-ER,AATSC8are,6
NR-ER,AATSC7are,6
NR-ER,AATSC1d,6
NR-ER,ATSC3pe,6
NR-ER,AATSC4s,6
NR-ER,AATS7se,6
NR-ER,AATSC1m,6
NR-ER,SlogP_VSA8,6
NR-ER,AATSC3m,6
NR-ER,AATSC6m,6
NR-ER,MDEC-12,6
NR-ER,PEOE_VSA8,6
NR-ER,AATSC5p,6
NR-ER,MATS5are,6
NR-ER,GATS3Z,6
NR-ER,GATS6se,6
NR-ER,GATS3s,6
NR-ER,GGI8,6
NR-ER,GATS3c,6
NR-ER,GATS5p,6
NR-ER,GATS5d,6
NR-ER,MATS8v,6
NR-ER,GATS8are,6
NR-ER,GATS7dv,6
NR-ER,GATS7Z,6
NR-ER,GATS8dv,6
NR-ER,GATS3m,6
NR-ER,AATS1s,6
NR-ER,MATS3v,6
NR-ER,GATS2are,6
NR-ER,ETA_shape_p,5
NR-ER,PEOE_VSA2,5
NR-ER,MDEC-23,5
NR-ER,PEOE_VSA3,5
NR-ER,AATSC4d,5
NR-ER,AATSC6se,5
NR-ER,MATS7p,5
NR-ER,GATS8se,5
NR-ER,MATS3pe,5
NR-ER,GATS3d,5
NR-ER,GATS5s,5
NR-ER,Mp,5
NR-ER,AETA_eta,5
NR-ER,ATSC6i,5
NR-ER,AATSC6pe,5
NR-ER,GATS8Z,5
NR-ER,AATS8se,5
NR-ER,AATS4are,5
NR-ER,ATSC0are,5
NR-ER,AATSC4m,5
NR-ER,EState_VSA3,5
NR-ER,AXp-0dv,5
NR-ER,GATS1Z,5
NR-ER,ATSC6se,5
NR-ER,AATSC7d,5
NR-ER,ATSC5i,5
NR-ER,ATSC3se,5
NR-ER,AATSC3v,5
NR-ER,PEOE_VSA10,5
NR-ER,VSA_EState2,5
NR-ER,VSA_EState3,5
NR-ER,ATSC1se,5
NR-ER,MATS8se,5
NR-ER,MINdssC,5
NR-ER,MAXsssCH,5
NR-ER,MATS2Z,5
NR-ER,GATS4pe,5
NR-ER,AATS4m,5
NR-ER,MINsCl,5
NR-ER,AATS7dv,5
NR-ER,Xch-6d,5
NR-ER,AATS0d,5
